case_num,days,miles,receipts,expected,predicted,error,signed_error,efficiency,spend_per_day
25,5,708.0,1129.52,1654.62,1638.0677218255312,16.55227817446871,-16.55227817446871,141.6,225.904
26,5,261.0,464.94,621.12,778.9513264128913,157.83132641289126,157.83132641289126,52.2,92.988
27,5,794.0,511.0,1139.94,1032.8678826445444,107.0721173554557,-107.0721173554557,158.8,102.2
28,5,521.0,1448.55,1624.01,1618.3711208630407,5.638879136959304,-5.638879136959304,104.2,289.71
29,5,595.0,863.93,1231.67,1224.9962118523083,6.673788147691766,-6.673788147691766,119.0,172.786
30,5,811.0,952.39,1608.6,1564.2886377358336,44.31136226416629,-44.31136226416629,162.2,190.478
31,5,477.0,704.42,1045.96,1044.3266830828584,1.6333169171416557,-1.6333169171416557,95.4,140.884
32,5,730.0,485.73,991.49,965.4400618880052,26.049938111994834,-26.049938111994834,146.0,97.146
33,5,262.0,1173.79,1485.59,1406.938673387178,78.651326612822,-78.651326612822,52.4,234.75799999999998
34,5,446.0,219.98,788.62,786.5732114824483,2.046788517551704,-2.046788517551704,89.2,43.995999999999995
35,5,751.0,407.43,1063.46,959.4290081471049,104.03099185289511,-104.03099185289511,150.2,81.486
36,5,324.0,128.94,686.54,712.3121165877948,25.772116587794812,25.772116587794812,64.8,25.788
37,5,414.0,967.0,1368.94,1393.67079963884,24.730799638839926,24.730799638839926,82.8,193.4
38,5,367.0,290.78,742.25,772.2662204408106,30.01622044081057,30.01622044081057,73.4,58.15599999999999
39,5,764.0,848.75,1468.46,1447.5531046188596,20.90689538114043,-20.90689538114043,152.8,169.75
40,5,249.0,873.75,1185.24,1012.9444427540429,172.29555724595707,-172.29555724595707,49.8,174.75
41,8,862.0,1817.85,1719.37,1770.3880322247321,51.018032224732224,51.018032224732224,107.75,227.23125
42,11,927.0,1994.33,1779.12,1802.0442035408012,22.924203540801273,22.924203540801273,84.27272727272727,181.30272727272725
43,9,602.0,186.69,1085.4,962.5804263387969,122.81957366120321,-122.81957366120321,66.88888888888889,20.743333333333332
44,8,610.0,208.29,841.27,870.1424762406799,28.87247624067993,28.87247624067993,76.25,26.03625
45,12,333.0,1103.21,1618.13,1613.058674451794,5.071325548206005,-5.071325548206005,27.75,91.93416666666667
46,8,435.0,1129.65,1525.26,1477.6354000040753,47.624599995924655,-47.624599995924655,54.375,141.20625
47,9,218.0,1203.45,1561.63,1573.5860988347151,11.956098834715021,11.956098834715021,24.22222222222222,133.71666666666667
48,12,781.0,1159.18,1752.72,1713.258045780162,39.461954219837935,-39.461954219837935,65.08333333333333,96.59833333333334
49,11,916.0,1036.91,2098.07,1971.915416860048,126.15458313995214,-126.15458313995214,83.27272727272727,94.26454545454546
50,10,358.0,2066.62,1624.11,1603.8822346297823,20.22776537021764,-20.22776537021764,35.8,206.66199999999998
51,12,566.0,2013.7,1752.03,1783.5771258125558,31.547125812555805,31.547125812555805,47.166666666666664,167.80833333333334
52,9,954.0,1483.39,2024.2,2013.5387497698823,10.66125023011773,-10.66125023011773,106.0,164.82111111111112
53,9,534.0,1929.94,1624.87,1594.09472089193,30.77527910806998,-30.77527910806998,59.333333333333336,214.4377777777778
54,12,765.0,1343.97,1953.03,1926.718101845478,26.31189815452194,-26.31189815452194,63.75,111.9975
55,8,630.0,967.69,1388.05,1500.7553357196907,112.70533571969077,112.70533571969077,78.75,120.96125
56,10,909.0,696.0,1505.19,1567.3251682025539,62.135168202553814,62.135168202553814,90.9,69.6
57,10,223.0,745.89,1037.45,1088.5963164481275,51.146316448127436,51.146316448127436,22.3,74.589
58,8,467.0,1178.71,1483.33,1459.2298181762394,24.100181823760522,-24.100181823760522,58.375,147.33875
59,9,708.0,461.07,1110.6,1103.4395226331515,7.160477366848454,-7.160477366848454,78.66666666666667,51.23
60,9,885.0,1764.97,1694.37,1746.7959525725337,52.42595257253379,52.42595257253379,98.33333333333333,196.10777777777778
61,6,855.0,591.35,1339.72,1312.002099773222,27.717900226778056,-27.717900226778056,142.5,98.55833333333334
62,2,993.0,54.24,715.19,673.6316506018933,41.55834939810677,-41.55834939810677,496.5,27.12
63,5,685.0,747.14,1216.36,1211.3969942685335,4.96300573146641,-4.96300573146641,137.0,149.428
64,3,981.0,341.45,813.95,714.8947497838205,99.0552502161795,-99.0552502161795,327.0,113.81666666666666
65,5,770.0,873.33,1502.49,1444.8389900777238,57.65100992227622,-57.65100992227622,154.0,174.666
66,6,697.0,651.64,1237.71,1211.0014453040512,26.708554695948806,-26.708554695948806,116.16666666666667,108.60666666666667
67,3,795.0,450.85,743.94,775.6768941486931,31.736894148693068,31.736894148693068,265.0,150.28333333333333
68,3,606.0,1184.23,1364.54,1436.9753942722689,72.43539427226892,72.43539427226892,202.0,394.74333333333334
69,3,842.0,865.37,1251.14,1185.9875492016242,65.15245079837587,-65.15245079837587,280.6666666666667,288.45666666666665
70,7,748.0,241.73,971.31,997.3418664979425,26.031866497942588,26.031866497942588,106.85714285714286,34.53285714285714
71,7,624.0,148.16,905.79,940.3336602934704,34.54366029347045,34.54366029347045,89.14285714285714,21.165714285714284
72,2,713.0,740.33,1048.28,1023.3661382980234,24.913861701976543,-24.913861701976543,356.5,370.165
73,3,874.0,1191.4,1515.99,1482.9928817504383,32.99711824956171,-32.99711824956171,291.3333333333333,397.1333333333334
74,6,761.0,530.19,1120.1,1137.8113093723555,17.711309372355572,17.711309372355572,126.83333333333333,88.36500000000001
75,1,815.0,97.89,539.36,550.3334829288513,10.97348292885124,10.97348292885124,815.0,97.89
76,1,601.0,497.7,644.12,589.795325490321,54.32467450967897,-54.32467450967897,601.0,497.7
77,7,817.0,1127.87,1809.91,1864.8216454965288,54.91164549652876,54.91164549652876,116.71428571428571,161.1242857142857
78,1,606.0,923.0,1050.05,1046.536047022928,3.5139529770719946,-3.5139529770719946,606.0,923.0
79,1,909.0,741.82,866.07,936.5406616450334,70.47066164503337,70.47066164503337,909.0,741.82
80,3,624.0,1160.92,1459.34,1444.3188261779603,15.0211738220396,-15.0211738220396,208.0,386.97333333333336
81,4,650.0,619.49,676.38,818.8311461704666,142.4511461704666,142.4511461704666,162.5,154.8725
82,6,204.0,818.99,628.4,818.413175458862,190.01317545886207,190.01317545886207,34.0,136.49833333333333
83,1,263.0,396.49,198.42,261.29733304727216,62.877333047272174,62.877333047272174,263.0,396.49
84,1,451.0,555.49,162.18,312.95669541299696,150.77669541299696,150.77669541299696,451.0,555.49
85,10,424.0,474.99,831.96,865.2691883718846,33.3091883718846,33.3091883718846,42.4,47.499
86,2,565.0,389.49,415.96,463.22426026203874,47.26426026203876,47.26426026203876,282.5,194.745
87,9,397.0,348.49,913.29,875.3747124838121,37.915287516187846,-37.915287516187846,44.111111111111114,38.721111111111114
88,1,532.0,413.99,355.57,394.9998438578385,39.429843857838534,39.429843857838534,532.0,413.99
89,2,384.0,495.49,290.36,516.7617431001341,226.40174310013413,226.40174310013413,192.0,247.745
90,5,754.0,489.99,765.13,917.7770640440165,152.64706404401647,152.64706404401647,150.8,97.998
91,1,344.46,813.85,707.88,659.6936908659741,48.18630913402592,-48.18630913402592,344.46,813.85
92,3,906.3,540.03,848.42,845.8192302272344,2.6007697727656023,-2.6007697727656023,302.09999999999997,180.01
93,3,1007.56,187.52,764.64,754.4013910633685,10.238608936631522,-10.238608936631522,335.8533333333333,62.50666666666667
94,1,359.62,221.15,255.57,258.9480028500713,3.3780028500713115,3.3780028500713115,359.62,221.15
95,1,362.79,749.19,636.51,604.0485128407213,32.461487159278704,-32.461487159278704,362.79,749.19
96,1,288.72,159.26,303.94,287.866044633268,16.07395536673198,-16.07395536673198,288.72,159.26
97,2,782.17,830.72,1165.44,1065.713971268285,99.72602873171513,-99.72602873171513,391.085,415.36
98,2,623.18,347.54,625.15,610.676302859571,14.473697140428953,-14.473697140428953,311.59,173.77
99,3,1061.15,388.5,693.36,714.82396308175,21.463963081749966,21.463963081749966,353.7166666666667,129.5
100,1,252.75,285.5,331.74,279.39400194697424,52.34599805302577,-52.34599805302577,252.75,285.5
101,3,1020.39,250.62,779.08,746.748528815034,32.33147118496606,-32.33147118496606,340.13,83.54
102,1,257.97,816.81,738.01,622.696097648135,115.31390235186495,-115.31390235186495,257.97,816.81
103,3,1025.03,592.55,992.4,963.8866251287495,28.51337487125045,-28.51337487125045,341.6766666666667,197.51666666666665
104,2,794.32,402.31,671.06,647.2779369101387,23.782063089861254,-23.782063089861254,397.16,201.155
105,1,276.85,485.54,361.66,361.809311215616,0.14931121561596683,0.14931121561596683,276.85,485.54
106,2,851.68,473.96,650.68,690.8359879771668,40.15598797716689,40.15598797716689,425.84,236.98
107,3,859.12,611.07,960.47,943.6889822970642,16.781017702935856,-16.781017702935856,286.37333333333333,203.69000000000003
108,3,1317.07,476.87,787.42,835.1026824051683,47.68268240516829,47.68268240516829,439.0233333333333,158.95666666666668
109,1,388.1,827.37,741.46,737.9829421206833,3.4770578793167033,-3.4770578793167033,388.1,827.37
110,1,264.39,758.27,636.19,636.908832899928,0.7188328999279747,0.7188328999279747,264.39,758.27
111,5,198.21,594.83,807.48,671.7708625186085,135.7091374813915,-135.7091374813915,39.642,118.96600000000001
112,6,72.85,457.75,666.59,620.0126043387032,46.577395661296805,-46.577395661296805,12.141666666666666,76.29166666666667
113,8,297.64,481.09,835.08,824.1335624923364,10.946437507663632,-10.946437507663632,37.205,60.13625
114,7,237.33,1262.27,1452.17,1445.36958440782,6.800415592180116,-6.800415592180116,33.90428571428571,180.3242857142857
115,5,195.73,1228.49,511.23,970.9846988456387,459.7546988456387,459.7546988456387,39.146,245.698
116,8,276.28,1179.9,1522.6,1485.2260467250064,37.37395327499348,-37.37395327499348,34.535,147.4875
117,8,302.24,1046.04,1353.77,1386.4328127808544,32.66281278085444,32.66281278085444,37.78,130.755
118,8,266.87,252.08,880.41,828.1658948101507,52.24410518984928,-52.24410518984928,33.35875,31.51
119,9,310.69,239.64,828.16,816.1507961187515,12.009203881248482,-12.009203881248482,34.52111111111111,26.626666666666665
120,6,222.08,709.07,1031.34,941.6164995869897,89.72350041301024,-89.72350041301024,37.013333333333335,118.17833333333334
121,8,264.94,720.67,1019.85,1067.9397317142307,48.08973171423065,48.08973171423065,33.1175,90.08375
122,8,161.15,1230.37,1499.24,1480.3520412812998,18.887958718700247,-18.887958718700247,20.14375,153.79625
123,9,259.96,554.74,835.54,878.5447235378957,43.00472353789576,43.00472353789576,28.88444444444444,61.63777777777778
124,9,97.85,518.56,850.57,830.3289645050547,20.241035494945322,-20.241035494945322,10.872222222222222,57.617777777777775
125,9,194.34,1054.93,1374.9,1413.5182638926876,38.61826389268754,38.61826389268754,21.593333333333334,117.21444444444445
126,9,332.35,374.61,830.45,838.5633482873469,8.113348287346867,8.113348287346867,36.92777777777778,41.623333333333335
127,5,126.44,696.14,845.35,794.4297461461513,50.92025385384875,-50.92025385384875,25.288,139.228
128,5,66.13,848.03,1050.25,993.6411151063935,56.6088848936065,-56.6088848936065,13.225999999999999,169.606
129,6,135.34,1144.13,1478.11,1461.0686490153344,17.04135098466554,-17.04135098466554,22.55666666666667,190.68833333333336
130,6,233.7,346.98,648.57,658.6517323888118,10.081732388811702,10.081732388811702,38.949999999999996,57.830000000000005
131,9,849.0,1007.41,1785.47,1792.392655730955,6.922655730955057,6.922655730955057,94.33333333333333,111.93444444444444
132,6,806.0,1760.64,1718.76,1738.355788493656,19.595788493656073,19.595788493656073,134.33333333333334,293.44
133,8,891.0,1194.36,2016.46,2064.262660294611,47.80266029461109,47.80266029461109,111.375,149.295
134,9,1182.0,1342.24,2164.15,2168.737200800948,4.587200800947812,4.587200800947812,131.33333333333334,149.13777777777779
135,7,1010.0,1514.03,2063.98,1986.7909740571336,77.18902594286646,-77.18902594286646,144.28571428571428,216.29
136,8,892.0,1768.53,1902.37,1845.6168089435214,56.7531910564785,-56.7531910564785,111.5,221.06625
137,6,825.0,1692.73,1817.77,1746.6888471507252,71.08115284927476,-71.08115284927476,137.5,282.12166666666667
138,8,1118.0,1758.52,1852.47,1861.9141431844175,9.444143184417499,9.444143184417499,139.75,219.815
139,8,1064.0,1756.52,1857.04,1841.3588603884393,15.681139611560639,-15.681139611560639,133.0,219.565
140,6,811.0,1252.04,1771.8,1738.2240493918314,33.57595060816857,-33.57595060816857,135.16666666666666,208.67333333333332
141,7,889.0,1417.96,1826.08,1867.52535567945,41.44535567945013,41.44535567945013,127.0,202.56571428571428
142,9,1012.0,1429.04,1880.76,1942.831396913939,62.071396913939,62.071396913939,112.44444444444444,158.78222222222223
143,6,909.0,1332.18,1720.21,1742.6088920818922,22.3988920818922,22.3988920818922,151.5,222.03
144,9,1096.0,1690.22,1894.85,1907.4939887051173,12.643988705117408,12.643988705117408,121.77777777777777,187.8022222222222
145,9,913.0,1021.29,1964.86,1943.3117473019258,21.548252698074066,-21.548252698074066,101.44444444444444,113.47666666666666
146,6,1006.0,1219.71,1803.97,1851.9679456615804,47.99794566158039,47.99794566158039,167.66666666666666,203.285
147,6,907.0,1650.17,1737.86,1767.546271192739,29.686271192739014,29.686271192739014,151.16666666666666,275.02833333333336
148,9,816.0,1171.81,1780.58,1770.9789618277389,9.601038172261042,-9.601038172261042,90.66666666666667,130.20111111111112
149,7,1006.0,1181.33,2279.82,2161.675725769057,118.14427423094321,-118.14427423094321,143.71428571428572,168.76142857142855
150,6,835.0,1404.28,1765.79,1754.8970107490109,10.892989250989103,-10.892989250989103,139.16666666666666,234.04666666666665
151,12,528.0,2476.41,1662.88,1677.5051508547372,14.625150854737058,14.625150854737058,44.0,206.36749999999998
152,4,69.0,2321.49,322.0,999.1747107828032,677.1747107828032,677.1747107828032,17.25,580.3725
153,11,1179.0,31.36,1550.55,1411.6971763029026,138.8528236970974,-138.8528236970974,107.18181818181819,2.850909090909091
154,13,756.0,954.4,1793.07,1768.096125249728,24.97387475027199,-24.97387475027199,58.15384615384615,73.41538461538461
155,1,123.0,2076.65,1171.68,1218.110593205171,46.43059320517091,46.43059320517091,123.0,2076.65
156,3,1162.0,2152.66,1434.71,1460.9262100899919,26.21621008999182,26.21621008999182,387.3333333333333,717.5533333333333
157,1,822.0,2170.53,1374.91,1404.8411497772581,29.931149777258042,29.931149777258042,822.0,2170.53
158,11,558.0,1549.86,1823.47,1851.0697553734353,27.5997553734353,27.5997553734353,50.72727272727273,140.89636363636362
159,2,753.0,1111.16,1353.87,1340.20187952377,13.668120476229888,-13.668120476229888,376.5,555.58
160,10,224.0,407.51,794.7,813.587040821107,18.887040821107007,18.887040821107007,22.4,40.751
161,6,383.0,462.79,800.3,885.4165411485384,85.11654114853843,85.11654114853843,63.833333333333336,77.13166666666667
162,8,1005.0,1391.37,1987.39,1958.6928891540156,28.697110845984525,-28.697110845984525,125.625,173.92125
163,10,1145.0,311.43,1366.61,1310.646356718228,55.963643281771965,-55.963643281771965,114.5,31.143
164,5,1004.0,2367.63,1743.85,1758.1359357612416,14.285935761241717,14.285935761241717,200.8,473.526
165,5,873.0,1402.35,1676.79,1696.5631093971303,19.773109397130384,19.773109397130384,174.6,280.46999999999997
166,2,165.0,1813.32,1273.45,1278.246325016972,4.796325016971878,4.796325016971878,82.5,906.66
167,5,1076.0,190.33,879.65,935.5521436771267,55.90214367712667,55.90214367712667,215.2,38.066
168,12,986.0,2390.92,1760.0,1764.5749377313984,4.57493773139845,4.57493773139845,82.16666666666667,199.24333333333334
169,7,948.0,657.17,1578.97,1356.507891546345,222.462108453655,-222.462108453655,135.42857142857142,93.88142857142857
170,3,429.0,2400.13,1411.95,1430.5274431347857,18.577443134785653,18.577443134785653,143.0,800.0433333333334
171,4,362.0,646.43,788.53,762.5498095464657,25.980190453534306,-25.980190453534306,90.5,161.6075
172,2,622.0,1871.56,1494.23,1510.8047516573583,16.57475165735832,16.57475165735832,311.0,935.78
173,1,140.0,255.99,150.34,164.51819521166405,14.178195211664047,14.178195211664047,140.0,255.99
174,8,123.0,612.55,851.24,858.5491932098864,7.309193209886416,7.309193209886416,15.375,76.56875
175,4,87.0,2463.92,1413.52,1170.1212531252002,243.39874687479983,-243.39874687479983,21.75,615.98
176,10,164.0,1144.9,1516.43,1490.6125383141418,25.817461685858234,-25.817461685858234,16.4,114.49000000000001
177,1,989.0,2196.84,1439.17,1439.7428182377223,0.5728182377222311,0.5728182377222311,989.0,2196.84
178,4,470.0,1968.63,1501.1,1496.1313600483222,4.968639951677687,-4.968639951677687,117.5,492.1575
179,1,37.0,1397.17,1092.94,1087.945160707714,4.994839292286088,-4.994839292286088,37.0,1397.17
180,8,488.0,439.7,1030.13,964.2669940412146,65.8630059587855,-65.8630059587855,61.0,54.9625
181,12,757.0,897.4,1780.07,1758.4407676400583,21.629232359941625,-21.629232359941625,63.083333333333336,74.78333333333333
182,14,958.0,1727.76,2065.16,2022.9124097656952,42.24759023430465,-42.24759023430465,68.42857142857143,123.41142857142857
183,2,456.0,2390.7,1342.39,1329.8186796282255,12.571320371774618,-12.571320371774618,228.0,1195.35
184,5,733.0,41.18,771.83,827.7135075151965,55.88350751519647,55.88350751519647,146.6,8.236
185,5,291.0,1279.7,1477.12,1375.3165548607528,101.80344513924706,-101.80344513924706,58.2,255.94
186,10,478.0,2091.79,1568.41,1570.0384081071659,1.6284081071657965,1.6284081071657965,47.8,209.179
187,8,817.0,1455.73,1847.26,1776.2697835697643,70.9902164302357,-70.9902164302357,102.125,181.96625
188,6,1043.0,1404.35,1807.42,1815.0299693627273,7.60996936272727,7.60996936272727,173.83333333333334,234.0583333333333
189,2,958.0,1855.58,1549.54,1529.4254380537147,20.11456194628522,-20.11456194628522,479.0,927.79
190,9,524.0,474.75,935.4,973.0784990816954,37.67849908169546,37.67849908169546,58.22222222222222,52.75
191,6,45.0,81.59,522.58,529.9934255929057,7.413425592905696,7.413425592905696,7.5,13.598333333333334
192,8,342.0,2259.06,1502.02,1491.9364283202456,10.083571679754414,-10.083571679754414,42.75,282.3825
193,12,379.0,1897.29,1682.98,1748.3044821834374,65.32448218343734,65.32448218343734,31.583333333333332,158.1075
194,6,333.0,1254.68,1585.02,1561.3680758563712,23.651924143628776,-23.651924143628776,55.5,209.11333333333334
195,2,634.0,1739.81,1490.51,1520.1222902809388,29.61229028093885,29.61229028093885,317.0,869.905
196,5,285.0,974.73,1282.84,1191.563859590058,91.27614040994195,-91.27614040994195,57.0,194.946
197,12,33.0,1249.13,1707.38,1643.7024273325321,63.677572667467985,-63.677572667467985,2.75,104.09416666666668
198,9,118.0,1285.82,1539.77,1553.1012449266195,13.331244926619547,13.331244926619547,13.11111111111111,142.86888888888888
199,1,420.0,2273.6,1220.35,1256.740114487257,36.39011448725705,36.39011448725705,420.0,2273.6
200,11,312.0,2072.39,1586.22,1619.791221523997,33.57122152399688,33.57122152399688,28.363636363636363,188.3990909090909
201,10,753.0,2054.02,1779.08,1787.9395592740748,8.859559274074854,8.859559274074854,75.3,205.402
202,5,125.0,96.38,570.99,564.0155899093793,6.974410090620722,-6.974410090620722,25.0,19.276
203,6,597.0,888.84,1395.65,1364.1367246734098,31.513275326590247,-31.513275326590247,99.5,148.14000000000001
204,12,1065.0,203.2,1408.25,1338.7801616001896,69.46983839981044,-69.46983839981044,88.75,16.933333333333334
205,1,214.0,540.03,402.81,351.4301990720022,51.37980092799779,-51.37980092799779,214.0,540.03
206,11,886.0,922.66,1852.24,1833.639152098884,18.600847901115912,-18.600847901115912,80.54545454545455,83.87818181818182
207,10,621.0,978.73,1656.28,1588.9089293061443,67.3710706938557,-67.3710706938557,62.1,97.873
208,4,1000.0,2355.34,1699.56,1669.8242227630208,29.735777236979175,-29.735777236979175,250.0,588.835
209,13,534.0,1765.96,1881.36,1944.1374308005038,62.77743080050391,62.77743080050391,41.07692307692308,135.84307692307692
210,6,475.0,1800.71,1671.23,1586.8029252450663,84.42707475493376,-84.42707475493376,79.16666666666667,300.11833333333334
211,11,623.0,2265.21,1739.18,1740.42429038251,1.2442903825099165,1.2442903825099165,56.63636363636363,205.92818181818183
212,1,620.0,973.91,1112.02,1120.08358081018,8.063580810179928,8.063580810179928,620.0,973.91
213,13,1004.0,1757.75,1960.67,2005.2510535616007,44.581053561600584,44.581053561600584,77.23076923076923,135.21153846153845
214,8,962.0,1929.63,1897.19,1854.6511886405112,42.53881135948882,-42.53881135948882,120.25,241.20375
215,14,516.0,1464.67,1842.1,1881.314666519599,39.21466651959918,39.21466651959918,36.857142857142854,104.61928571428572
216,11,685.0,2272.75,1873.94,1790.2399220307798,83.70007796922027,-83.70007796922027,62.27272727272727,206.61363636363637
217,3,307.0,266.21,540.97,550.1098422575476,9.13984225754757,9.13984225754757,102.33333333333333,88.73666666666666
218,3,375.0,1346.21,1339.93,1372.0016745751561,32.07167457515607,32.07167457515607,125.0,448.7366666666667
219,4,1124.0,2177.18,1567.43,1600.5553282703283,33.12532827032828,33.12532827032828,281.0,544.295
220,3,779.0,2110.9,1520.73,1537.8401246325182,17.110124632518136,17.110124632518136,259.6666666666667,703.6333333333333
221,8,1173.0,671.25,1419.34,1541.064538158131,121.72453815813105,121.72453815813105,146.625,83.90625
222,14,47.0,1667.14,1745.18,1735.3814458374068,9.798554162593291,-9.798554162593291,3.357142857142857,119.08142857142857
223,3,981.0,2008.83,1539.47,1526.933715062121,12.536284937878918,-12.536284937878918,327.0,669.61
224,5,516.0,1450.67,1547.5,1435.6122605291782,111.88773947082177,-111.88773947082177,103.2,290.134
225,6,471.0,332.51,872.19,849.0567259004291,23.13327409957094,-23.13327409957094,78.5,55.41833333333333
226,2,941.0,1565.77,1432.79,1454.4853211682325,21.695321168232567,21.695321168232567,470.5,782.885
227,10,377.0,301.96,837.36,867.2216255553201,29.861625555320074,29.861625555320074,37.7,30.195999999999998
228,7,273.0,285.83,793.58,778.5753700393622,15.004629960637885,-15.004629960637885,39.0,40.832857142857144
229,1,458.0,834.7,737.28,776.9278349127742,39.647834912774215,39.647834912774215,458.0,834.7
230,11,772.0,932.31,1575.52,1601.0923683232234,25.572368323223372,25.572368323223372,70.18181818181819,84.75545454545454
231,11,36.0,1541.47,1593.24,1600.565918694806,7.325918694805978,7.325918694805978,3.272727272727273,140.13363636363636
232,12,211.0,1048.29,1579.73,1560.9332386059398,18.79676139406024,-18.79676139406024,17.583333333333332,87.3575
233,7,987.0,2164.1,1839.67,1851.1973603509075,11.52736035090743,11.52736035090743,141.0,309.15714285714284
234,9,662.0,2275.59,1599.27,1617.920394814623,18.65039481462304,18.65039481462304,73.55555555555556,252.84333333333336
235,12,96.0,1164.37,1553.21,1579.3803272479406,26.170327247940577,26.170327247940577,8.0,97.03083333333332
236,5,569.0,1856.7,1623.81,1583.7680718295821,40.041928170417805,-40.041928170417805,113.8,371.34000000000003
237,12,128.0,477.17,874.99,892.9481871734017,17.95818717340171,17.95818717340171,10.666666666666666,39.76416666666667
238,4,886.0,2401.28,1698.0,1652.9411689331987,45.058831066801304,-45.058831066801304,221.5,600.32
239,13,19.0,807.27,1331.53,1251.0395160670307,80.49048393296925,-80.49048393296925,1.4615384615384615,62.097692307692306
240,8,275.0,2347.09,1454.47,1476.861673223927,22.391673223927,22.391673223927,34.375,293.38625
241,9,963.0,588.5,1434.42,1410.0220540661014,24.397945933898654,-24.397945933898654,107.0,65.38888888888889
242,14,1056.0,2489.69,1894.16,1876.1796430116926,17.98035698830745,-17.98035698830745,75.42857142857143,177.835
243,5,728.0,423.16,947.72,953.8885099377914,6.1685099377913275,6.1685099377913275,145.6,84.632
244,4,286.0,1063.49,418.17,779.6039684778699,361.4339684778699,361.4339684778699,71.5,265.8725
245,11,332.0,1352.48,1663.39,1694.7693520122348,31.379352012234676,31.379352012234676,30.181818181818183,122.95272727272727
246,12,49.0,1118.38,1494.81,1516.220431166472,21.410431166472108,21.410431166472108,4.083333333333333,93.19833333333334
247,2,18.0,2503.46,1206.95,1145.747174472111,61.20282552788899,-61.20282552788899,9.0,1251.73
248,14,592.0,1268.36,1930.24,1904.2855737594416,25.954426240558405,-25.954426240558405,42.285714285714285,90.59714285714286
249,3,892.0,171.32,875.39,798.9557809616487,76.43421903835133,-76.43421903835133,297.3333333333333,57.10666666666666
250,11,741.0,1872.39,1847.08,1810.669067687423,36.41093231257696,-36.41093231257696,67.36363636363636,170.21727272727273
251,14,807.0,2358.41,1819.41,1863.7262937155685,44.31629371556846,44.31629371556846,57.642857142857146,168.45785714285714
252,5,873.0,1584.53,1796.7,1752.1066326656878,44.593367334312234,-44.593367334312234,174.6,316.906
253,3,1159.0,2209.44,1434.84,1462.6190011688564,27.77900116885644,27.77900116885644,386.3333333333333,736.48
254,11,920.0,1338.65,1871.27,1889.3993547027571,18.129354702757155,18.129354702757155,83.63636363636364,121.69545454545455
255,1,388.0,390.7,332.06,285.02803919820093,47.03196080179907,-47.03196080179907,388.0,390.7
256,9,576.0,1059.79,1547.5,1520.413479929082,27.086520070917913,-27.086520070917913,64.0,117.75444444444445
257,9,524.0,2367.12,1640.78,1554.0525582062144,86.7274417937856,-86.7274417937856,58.22222222222222,263.0133333333333
258,10,459.0,2183.11,1559.59,1614.1187867765636,54.52878677656372,54.52878677656372,45.9,218.311
259,4,725.0,588.9,1097.95,987.8816001519957,110.06839984800433,-110.06839984800433,181.25,147.225
260,1,992.0,958.87,1222.41,1195.4970692103389,26.91293078966123,-26.91293078966123,992.0,958.87
